unit_type,unit_id,participant_id,session_id,participant_session_key,start_sec,end_sec,duration_sec,video_name,is_baseline,transition_type,raw_emg_any_overlap,raw_emg_full_coverage,raw_emg_observed_samples,raw_emg_expected_samples,raw_emg_sample_coverage_ratio,raw_emg_interval_max_gap_sec,raw_emg_interval_gap_ok,raw_emg_coverage_reason
transition,P011_S001_t1,P011,S001,P011_S001,216.0,349.0,133.0,,,D_to_A,True,True,69007,68096,1.0,0.0019563435344025493,True,PASS
transition,P011_S001_t2,P011,S001,P011_S001,521.0,654.0,133.0,,,A_to_B,True,True,69006,68096,1.0,0.0019563435344025493,True,PASS
transition,P011_S001_t3,P011,S001,P011_S001,874.0,1007.0,133.0,,,B_to_C,True,True,69007,68096,1.0,0.0019563435344025493,True,PASS
transition,P011_S002_t1,P011,S002,P011_S002,216.0,349.0,133.0,,,D_to_A,True,True,69118,68096,1.0,0.001953180064447224,True,PASS
transition,P011_S002_t2,P011,S002,P011_S002,479.0,612.0,133.0,,,A_to_C,True,True,69119,68096,1.0,0.001953180064447224,True,PASS
transition,P011_S002_t3,P011,S002,P011_S002,793.0,926.0,133.0,,,C_to_B,True,True,69118,68096,1.0,0.001953180064447224,True,PASS
transition,P012_S001_t1,P012,S001,P012_S001,216.0,349.0,133.0,,,D_to_C,True,True,69118,68096,1.0,0.001953181461431086,True,PASS
transition,P012_S001_t2,P012,S001,P012_S001,530.0,663.0,133.0,,,C_to_B,True,True,69118,68096,1.0,0.001953181461431086,True,PASS
transition,P012_S001_t3,P012,S001,P012_S001,835.0,968.0,133.0,,,B_to_A,True,True,69118,68096,1.0,0.001953181461431086,True,PASS
transition,P013_S001_t1,P013,S001,P013_S001,216.0,349.0,133.0,,,D_to_B,True,True,69026,68096,1.0,0.0019557817140594125,True,PASS
transition,P013_S001_t2,P013,S001,P013_S001,521.0,654.0,133.0,,,B_to_A,True,True,69026,68096,1.0,0.0019557817140594125,True,PASS
transition,P013_S001_t3,P013,S001,P013_S001,826.0,959.0,133.0,,,A_to_C,True,True,69027,68096,1.0,0.0019557817140594125,True,PASS
transition,P014_S001_t1,P014,S001,P014_S001,216.0,349.0,133.0,,,D_to_B,True,True,69012,68096,1.0,0.00195617089048028,True,PASS
transition,P014_S001_t2,P014,S001,P014_S001,569.0,702.0,133.0,,,B_to_A,True,True,69013,68096,1.0,0.00195617089048028,True,PASS
transition,P014_S001_t3,P014,S001,P014_S001,876.0,1009.0,133.0,,,A_to_C,True,True,69012,68096,1.0,0.00195617089048028,True,PASS
transition,P015_S001_t1,P015,S001,P015_S001,216.0,349.0,133.0,,,D_to_C,True,True,68691,68096,1.0,0.001965328978258185,True,PASS
transition,P015_S001_t2,P015,S001,P015_S001,492.0,625.0,133.0,,,C_to_A,True,True,68691,68096,1.0,0.001965328978258185,True,PASS
transition,P015_S001_t3,P015,S001,P015_S001,784.0,917.0,133.0,,,A_to_B,True,True,68691,68096,1.0,0.001965328978258185,True,PASS
transition,P016_S001_t1,P016,S001,P016_S001,216.0,349.0,133.0,,,D_to_B,True,True,69027,68096,1.0,0.001955756793904584,True,PASS
transition,P016_S001_t2,P016,S001,P016_S001,521.0,654.0,133.0,,,B_to_C,True,True,69027,68096,1.0,0.001955756793904584,True,PASS
transition,P016_S001_t3,P016,S001,P016_S001,835.0,968.0,133.0,,,C_to_A,True,True,69027,68096,1.0,0.001955756793904584,True,PASS
transition,P017_S001_t1,P017,S001,P017_S001,216.0,349.0,133.0,,,D_to_C,True,True,69025,68096,1.0,0.0019558061030693352,True,PASS
transition,P017_S001_t2,P017,S001,P017_S001,492.0,625.0,133.0,,,C_to_B,True,True,69025,68096,1.0,0.0019558061030693352,True,PASS
transition,P017_S001_t3,P017,S001,P017_S001,790.0,923.0,133.0,,,B_to_A,True,True,69025,68096,1.0,0.0019558061030693352,True,PASS
transition,P017_S002_t1,P017,S002,P017_S002,216.0,349.0,133.0,,,D_to_B,True,True,69016,68096,1.0,0.0019560728687793016,True,PASS
transition,P017_S002_t2,P017,S002,P017_S002,615.0,748.0,133.0,,,B_to_A,True,True,69016,68096,1.0,0.0019560728687793016,True,PASS
transition,P017_S002_t3,P017,S002,P017_S002,928.0,1061.0,133.0,,,A_to_C,True,True,69015,68096,1.0,0.0019560728687793016,True,PASS
transition,P018_S001_t1,P018,S001,P018_S001,216.0,349.0,133.0,,,D_to_C,True,True,68962,68096,1.0,0.001957591390237212,True,PASS
transition,P018_S001_t2,P018,S001,P018_S001,530.0,663.0,133.0,,,C_to_B,True,True,68962,68096,1.0,0.001957591390237212,True,PASS
transition,P018_S001_t3,P018,S001,P018_S001,835.0,968.0,133.0,,,B_to_A,True,True,68962,68096,1.0,0.001957591390237212,True,PASS
transition,P019_S001_t1,P019,S001,P019_S001,216.0,349.0,133.0,,,D_to_A,False,False,0,68096,0.0,,False,NO_OVERLAP;BOUNDARY_NOT_COVERED;GAP_OR_TOO_FEW_SAMPLES;LOW_SAMPLE_COVERAGE
transition,P019_S001_t2,P019,S001,P019_S001,521.0,654.0,133.0,,,A_to_C,False,False,0,68096,0.0,,False,NO_OVERLAP;BOUNDARY_NOT_COVERED;GAP_OR_TOO_FEW_SAMPLES;LOW_SAMPLE_COVERAGE
transition,P019_S001_t3,P019,S001,P019_S001,797.0,930.0,133.0,,,C_to_B,False,False,0,68096,0.0,,False,NO_OVERLAP;BOUNDARY_NOT_COVERED;GAP_OR_TOO_FEW_SAMPLES;LOW_SAMPLE_COVERAGE
transition,P020_S001_t1,P020,S001,P020_S001,216.0,349.0,133.0,,,D_to_B,True,True,69026,68096,1.0,0.001955784857273102,True,PASS
transition,P020_S001_t2,P020,S001,P020_S001,521.0,654.0,133.0,,,B_to_A,True,True,69026,68096,1.0,0.001955784857273102,True,PASS
transition,P020_S001_t3,P020,S001,P020_S001,828.0,961.0,133.0,,,A_to_C,True,True,69026,68096,1.0,0.001955784857273102,True,PASS
transition,P021_S001_t1,P021,S001,P021_S001,216.0,349.0,133.0,,,D_to_B,True,True,69029,68096,1.0,0.001955687766894698,True,PASS
transition,P021_S001_t2,P021,S001,P021_S001,565.0,698.0,133.0,,,B_to_A,True,True,69029,68096,1.0,0.001955687766894698,True,PASS
transition,P021_S001_t3,P021,S001,P021_S001,828.0,961.0,133.0,,,A_to_C,True,True,69030,68096,1.0,0.001955687766894698,True,PASS
transition,P022_S001_t1,P022,S001,P022_S001,216.0,349.0,133.0,,,D_to_A,True,True,69118,68096,1.0,0.0019531804136931896,True,PASS
transition,P022_S001_t2,P022,S001,P022_S001,479.0,612.0,133.0,,,A_to_C,True,True,69119,68096,1.0,0.0019531804136931896,True,PASS
transition,P022_S001_t3,P022,S001,P022_S001,811.0,944.0,133.0,,,C_to_B,True,True,69118,68096,1.0,0.0019531804136931896,True,PASS
transition,P023_S001_t1,P023,S001,P023_S001,216.0,349.0,133.0,,,D_to_C,True,True,69116,68096,1.0,0.001953235056134872,True,PASS
transition,P023_S001_t2,P023,S001,P023_S001,548.0,681.0,133.0,,,C_to_B,True,True,69116,68096,1.0,0.001953235056134872,True,PASS
transition,P023_S001_t3,P023,S001,P023_S001,901.0,1034.0,133.0,,,B_to_A,True,True,69116,68096,1.0,0.001953235056134872,True,PASS
transition,P024_S001_t1,P024,S001,P024_S001,216.0,349.0,133.0,,,D_to_A,True,True,69118,68096,1.0,0.0019531785510480404,True,PASS
transition,P024_S001_t2,P024,S001,P024_S001,479.0,612.0,133.0,,,A_to_C,True,True,69119,68096,1.0,0.0019531785510480404,True,PASS
transition,P024_S001_t3,P024,S001,P024_S001,793.0,926.0,133.0,,,C_to_B,True,True,69118,68096,1.0,0.0019531785510480404,True,PASS
transition,P025_S001_t1,P025,S001,P025_S001,216.0,349.0,133.0,,,D_to_A,True,True,69119,68096,1.0,0.001953180064447224,True,PASS
transition,P025_S001_t2,P025,S001,P025_S001,479.0,612.0,133.0,,,A_to_B,True,True,69118,68096,1.0,0.001953180064447224,True,PASS
transition,P025_S001_t3,P025,S001,P025_S001,784.0,917.0,133.0,,,B_to_C,True,True,69118,68096,1.0,0.001953180064447224,True,PASS
transition,P026_S001_t1,P026,S001,P026_S001,216.0,349.0,133.0,,,D_to_A,True,True,69038,68096,1.0,0.0019554459722712636,True,PASS
transition,P026_S001_t2,P026,S001,P026_S001,508.0,641.0,133.0,,,A_to_B,True,True,69038,68096,1.0,0.0019554459722712636,True,PASS
transition,P026_S001_t3,P026,S001,P026_S001,813.0,946.0,133.0,,,B_to_C,True,True,69038,68096,1.0,0.0019554459722712636,True,PASS
transition,P027_S001_t1,P027,S001,P027_S001,216.0,349.0,133.0,,,D_to_C,True,True,69022,68096,1.0,0.0019558933563530445,True,PASS
transition,P027_S001_t2,P027,S001,P027_S001,530.0,663.0,133.0,,,C_to_B,True,True,69022,68096,1.0,0.0019558933563530445,True,PASS
transition,P027_S001_t3,P027,S001,P027_S001,879.0,1012.0,133.0,,,B_to_A,True,True,69022,68096,1.0,0.0019558933563530445,True,PASS
transition,P028_S001_t1,P028,S001,P028_S001,216.0,349.0,133.0,,,D_to_B,True,True,69118,68096,1.0,0.0019531800353433937,True,PASS
transition,P028_S001_t2,P028,S001,P028_S001,569.0,702.0,133.0,,,B_to_C,True,True,69118,68096,1.0,0.0019531800353433937,True,PASS
transition,P028_S001_t3,P028,S001,P028_S001,883.0,1016.0,133.0,,,C_to_A,True,True,69118,68096,1.0,0.0019531800353433937,True,PASS
